index,image,species,individual_id,path,class,count
184,010feffc934b3d.jpg,beluga_whale,afb9b3978217,../input/happy-whale-and-dolphin/train_images/010feffc934b3d.jpg,whale,26
190,01128c0e26a1b8.jpg,humpback_whale,4c47fe2b6931,../input/happy-whale-and-dolphin/train_images/01128c0e26a1b8.jpg,whale,14
192,0113b8b3ee71e6.jpg,gray_whale,a8c9dfb8ac6f,../input/happy-whale-and-dolphin/train_images/0113b8b3ee71e6.jpg,whale,49
193,0119fc31d81817.jpg,beluga_whale,d2b9aab4437c,../input/happy-whale-and-dolphin/train_images/0119fc31d81817.jpg,whale,11
196,011d24b8b00f84.jpg,bottlenose_dolphin,ca886e0b34a3,../input/happy-whale-and-dolphin/train_images/011d24b8b00f84.jpg,dolphin,67
197,011f36f5e0b772.jpg,bottlenose_dolphin,65115a5e60a4,../input/happy-whale-and-dolphin/train_images/011f36f5e0b772.jpg,dolphin,56
198,01205db44cf1e4.jpg,false_killer_whale,e53d52e33e81,../input/happy-whale-and-dolphin/train_images/01205db44cf1e4.jpg,whale,20
199,01241e2d4a6abd.jpg,bottlenose_dolphin,1191a41ee0f4,../input/happy-whale-and-dolphin/train_images/01241e2d4a6abd.jpg,dolphin,121
202,012c710965bd74.jpg,bottlenose_dolphin,932a85030add,../input/happy-whale-and-dolphin/train_images/012c710965bd74.jpg,dolphin,12
205,01351200256f2c.jpg,bottlenose_dolphin,ff86c4883496,../input/happy-whale-and-dolphin/train_images/01351200256f2c.jpg,dolphin,22
208,013a9437efc47d.jpg,beluga_whale,afb9b3978217,../input/happy-whale-and-dolphin/train_images/013a9437efc47d.jpg,whale,26
209,013b98eeda7a81.jpg,beluga_whale,dbc18c7c5856,../input/happy-whale-and-dolphin/train_images/013b98eeda7a81.jpg,whale,16
211,013cdf45f229eb.jpg,false_killer_whale,55419ffd0ad0,../input/happy-whale-and-dolphin/train_images/013cdf45f229eb.jpg,whale,19
212,013cfccddd6768.jpg,gray_whale,c4deab707116,../input/happy-whale-and-dolphin/train_images/013cfccddd6768.jpg,whale,26
215,01428cdcab4d66.jpg,spinner_dolphin,f5f766b3ec5a,../input/happy-whale-and-dolphin/train_images/01428cdcab4d66.jpg,dolphin,11
216,0143b99b22f2c1.jpg,beluga_whale,262f464ee602,../input/happy-whale-and-dolphin/train_images/0143b99b22f2c1.jpg,whale,32
217,014431c21c6a98.jpg,bottlenose_dolphin,6ea7b74e1c3d,../input/happy-whale-and-dolphin/train_images/014431c21c6a98.jpg,dolphin,20
223,0148a269e843c6.jpg,beluga_whale,43a0437939e4,../input/happy-whale-and-dolphin/train_images/0148a269e843c6.jpg,whale,12
224,01492ef72f6b48.jpg,bottlenose_dolphin,9e89f8e28807,../input/happy-whale-and-dolphin/train_images/01492ef72f6b48.jpg,dolphin,141
226,014ba64e8ce8ec.jpg,minke_whale,37c7aba965a5,../input/happy-whale-and-dolphin/train_images/014ba64e8ce8ec.jpg,whale,400
227,014c8f2bee256e.jpg,beluga_whale,40be932489fe,../input/happy-whale-and-dolphin/train_images/014c8f2bee256e.jpg,whale,18
234,01528459216ab1.jpg,beluga_whale,dbc18c7c5856,../input/happy-whale-and-dolphin/train_images/01528459216ab1.jpg,whale,16
235,0152e03282b76f.jpg,humpback_whale,400d43387c48,../input/happy-whale-and-dolphin/train_images/0152e03282b76f.jpg,whale,10
237,01558f02f65136.jpg,beluga_whale,7ce9197f6bed,../input/happy-whale-and-dolphin/train_images/01558f02f65136.jpg,whale,15
240,01593ab001b56a.jpg,bottlenose_dolphin,136b6c84830f,../input/happy-whale-and-dolphin/train_images/01593ab001b56a.jpg,dolphin,119
243,015b9c7df6b33a.jpg,killer_whale,27f53391fdcc,../input/happy-whale-and-dolphin/train_images/015b9c7df6b33a.jpg,whale,15
245,015e9cc83e2b7f.jpg,humpback_whale,35f898e6595e,../input/happy-whale-and-dolphin/train_images/015e9cc83e2b7f.jpg,whale,57
246,015f821050cab5.jpg,bottlenose_dolphin,90e2a0133e28,../input/happy-whale-and-dolphin/train_images/015f821050cab5.jpg,dolphin,27
253,01637f0b588ed8.jpg,minke_whale,37c7aba965a5,../input/happy-whale-and-dolphin/train_images/01637f0b588ed8.jpg,whale,400
255,0164d8fd7a7cfe.jpg,minke_whale,19fbb960f07d,../input/happy-whale-and-dolphin/train_images/0164d8fd7a7cfe.jpg,whale,154
256,0165012ef21b28.jpg,beluga_whale,dba4e482f0ad,../input/happy-whale-and-dolphin/train_images/0165012ef21b28.jpg,whale,70
257,0167aca06ff1c2.jpg,bottlenose_dolphin,5bf17305f073,../input/happy-whale-and-dolphin/train_images/0167aca06ff1c2.jpg,dolphin,108
262,0170c7b65aa8ee.jpg,false_killer_whale,2fdb3a09dc9c,../input/happy-whale-and-dolphin/train_images/0170c7b65aa8ee.jpg,whale,88
265,017583ffadc434.jpg,bottlenose_dolphin,599bf01ce321,../input/happy-whale-and-dolphin/train_images/017583ffadc434.jpg,dolphin,54
266,017599446c556c.jpg,humpback_whale,6bd07da59100,../input/happy-whale-and-dolphin/train_images/017599446c556c.jpg,whale,15
267,0175da3aa1062a.jpg,beluga_whale,7dc63cb16112,../input/happy-whale-and-dolphin/train_images/0175da3aa1062a.jpg,whale,16
268,0178b96f0f1085.jpg,false_killer_whale,9a66d006b36e,../input/happy-whale-and-dolphin/train_images/0178b96f0f1085.jpg,whale,22
270,017ebb4d3d7dea.jpg,false_killer_whale,e33a507393ca,../input/happy-whale-and-dolphin/train_images/017ebb4d3d7dea.jpg,whale,40
274,018490eafcf301.jpg,gray_whale,2ca0b9b39092,../input/happy-whale-and-dolphin/train_images/018490eafcf301.jpg,whale,30
277,018722a50f72f7.jpg,beluga_whale,122dc7f46c24,../input/happy-whale-and-dolphin/train_images/018722a50f72f7.jpg,whale,30
279,01887df096098a.jpg,beluga_whale,982224d06f8c,../input/happy-whale-and-dolphin/train_images/01887df096098a.jpg,whale,46
281,0189a3eec84aed.jpg,humpback_whale,18efa8d0b472,../input/happy-whale-and-dolphin/train_images/0189a3eec84aed.jpg,whale,41
285,0191b5c7854c24.jpg,humpback_whale,7362d7a01d00,../input/happy-whale-and-dolphin/train_images/0191b5c7854c24.jpg,whale,94
287,019389fefbe6c8.jpg,bottlenose_dolphin,0611c23e6914,../input/happy-whale-and-dolphin/train_images/019389fefbe6c8.jpg,dolphin,38
291,01996aeff0a23a.jpg,bottlenose_dolphin,46414154efbc,../input/happy-whale-and-dolphin/train_images/01996aeff0a23a.jpg,dolphin,29
292,0199c4cb8fd996.jpg,killer_whale,5237b2a5ea5e,../input/happy-whale-and-dolphin/train_images/0199c4cb8fd996.jpg,whale,32
293,019cec049e2d63.jpg,gray_whale,fc0f7c162cc0,../input/happy-whale-and-dolphin/train_images/019cec049e2d63.jpg,whale,73
294,019e943e277f9d.jpg,minke_whale,37c7aba965a5,../input/happy-whale-and-dolphin/train_images/019e943e277f9d.jpg,whale,400
295,019ef4edb9fc7b.jpg,humpback_whale,b27427783aaa,../input/happy-whale-and-dolphin/train_images/019ef4edb9fc7b.jpg,whale,13
296,019fa1f581f819.jpg,fin_whale,a53b3aeb1e30,../input/happy-whale-and-dolphin/train_images/019fa1f581f819.jpg,whale,12
297,01a00da8c2d098.jpg,common_dolphin,d8903b976ed0,../input/happy-whale-and-dolphin/train_images/01a00da8c2d098.jpg,dolphin,17
299,01a3aeb3ceb649.jpg,gray_whale,fc0f7c162cc0,../input/happy-whale-and-dolphin/train_images/01a3aeb3ceb649.jpg,whale,73
301,01a6df4835fb09.jpg,beluga_whale,be315fad6ef4,../input/happy-whale-and-dolphin/train_images/01a6df4835fb09.jpg,whale,12
302,01a6f267236aa7.jpg,humpback_whale,dad9b2cc8452,../input/happy-whale-and-dolphin/train_images/01a6f267236aa7.jpg,whale,38
303,01a8ef2a189e24.jpg,beluga_whale,44bd3fec6ad6,../input/happy-whale-and-dolphin/train_images/01a8ef2a189e24.jpg,whale,35
305,01aabe9ce0cd33.jpg,bottlenose_dolphin,57e6545ed9aa,../input/happy-whale-and-dolphin/train_images/01aabe9ce0cd33.jpg,dolphin,38
308,01b3fd19d99f67.jpg,bottlenose_dolphin,d04d847eb995,../input/happy-whale-and-dolphin/train_images/01b3fd19d99f67.jpg,dolphin,24
309,01b46ee97eecf6.jpg,beluga_whale,a9f87526d3ef,../input/happy-whale-and-dolphin/train_images/01b46ee97eecf6.jpg,whale,13
311,01b9aa6b03f298.jpg,bottlenose_dolphin,951dfcc13838,../input/happy-whale-and-dolphin/train_images/01b9aa6b03f298.jpg,dolphin,24
313,01baf9419e6970.jpg,fin_whale,b96e23cd6850,../input/happy-whale-and-dolphin/train_images/01baf9419e6970.jpg,whale,10
315,01bd86ac2a6702.jpg,false_killer_whale,ec2cb0e78ae0,../input/happy-whale-and-dolphin/train_images/01bd86ac2a6702.jpg,whale,27
316,01be6bc2fad6fc.jpg,common_dolphin,abbeba14a290,../input/happy-whale-and-dolphin/train_images/01be6bc2fad6fc.jpg,dolphin,74
318,01c0f5e467fb77.jpg,false_killer_whale,b5e1ee74f22b,../input/happy-whale-and-dolphin/train_images/01c0f5e467fb77.jpg,whale,51
320,01c47f206d28c2.jpg,bottlenose_dolphin,b02718e45a48,../input/happy-whale-and-dolphin/train_images/01c47f206d28c2.jpg,dolphin,29
321,01c5ef7978d145.jpg,humpback_whale,498dae344aa1,../input/happy-whale-and-dolphin/train_images/01c5ef7978d145.jpg,whale,26
323,01c76e54058656.jpg,bottlenose_dolphin,18dbd44823c7,../input/happy-whale-and-dolphin/train_images/01c76e54058656.jpg,dolphin,13
325,01cae4f5a7cb36.jpg,bottlenose_dolphin,65115a5e60a4,../input/happy-whale-and-dolphin/train_images/01cae4f5a7cb36.jpg,dolphin,56
330,01d05c312c7c3e.jpg,bottlenose_dolphin,77410a623426,../input/happy-whale-and-dolphin/train_images/01d05c312c7c3e.jpg,dolphin,81
331,01d10c56c5984b.jpg,beluga_whale,12f2a4406d7e,../input/happy-whale-and-dolphin/train_images/01d10c56c5984b.jpg,whale,44
334,01d93a87df9851.jpg,fin_whale,6642e34b23c8,../input/happy-whale-and-dolphin/train_images/01d93a87df9851.jpg,whale,35
336,01d9d4632ab259.jpg,bottlenose_dolphin,fa633c922517,../input/happy-whale-and-dolphin/train_images/01d9d4632ab259.jpg,dolphin,26
337,01dc3bccd7e296.jpg,beluga_whale,a60c9f7bf902,../input/happy-whale-and-dolphin/train_images/01dc3bccd7e296.jpg,whale,12
338,01dc9395572ccc.jpg,bottlenose_dolphin,16d546640ec8,../input/happy-whale-and-dolphin/train_images/01dc9395572ccc.jpg,dolphin,11
339,01de8ec0729b75.jpg,bottlenose_dolphin,208b91b1ca2b,../input/happy-whale-and-dolphin/train_images/01de8ec0729b75.jpg,dolphin,122
341,01e290442ac7b2.jpg,bottlenose_dolphin,c27db73f0e3b,../input/happy-whale-and-dolphin/train_images/01e290442ac7b2.jpg,dolphin,135
344,01e45c25dfafde.jpg,false_killer_whale,f0aa1422b26f,../input/happy-whale-and-dolphin/train_images/01e45c25dfafde.jpg,whale,48
345,01e775c518a824.jpg,minke_whale,19fbb960f07d,../input/happy-whale-and-dolphin/train_images/01e775c518a824.jpg,whale,154
346,01ee04e69e63ec.jpg,bottlenose_dolphin,211957ad49f1,../input/happy-whale-and-dolphin/train_images/01ee04e69e63ec.jpg,dolphin,42
347,01ee6a6c231fa5.jpg,bottlenose_dolphin,5bf17305f073,../input/happy-whale-and-dolphin/train_images/01ee6a6c231fa5.jpg,dolphin,108
352,01f1ccbf40feae.jpg,bottlenose_dolphin,599bf01ce321,../input/happy-whale-and-dolphin/train_images/01f1ccbf40feae.jpg,dolphin,54
355,01f32ea3cf1c95.jpg,bottlenose_dolphin,0616562235a9,../input/happy-whale-and-dolphin/train_images/01f32ea3cf1c95.jpg,dolphin,17
357,01f6fc3c1747e3.jpg,false_killer_whale,e8ac23241df5,../input/happy-whale-and-dolphin/train_images/01f6fc3c1747e3.jpg,whale,42
363,0202499d0f213c.jpg,bottlenose_dolphin,281504409737,../input/happy-whale-and-dolphin/train_images/0202499d0f213c.jpg,dolphin,143
366,020b7862ab7b77.jpg,humpback_whale,b3cb50b4eeb5,../input/happy-whale-and-dolphin/train_images/020b7862ab7b77.jpg,whale,18
368,020d398390a6c8.jpg,beluga_whale,8deb2171580e,../input/happy-whale-and-dolphin/train_images/020d398390a6c8.jpg,whale,59
371,020dd63f06e595.jpg,bottlenose_dolphin,208b91b1ca2b,../input/happy-whale-and-dolphin/train_images/020dd63f06e595.jpg,dolphin,122
373,020f01c713d9c3.jpg,false_killer_whale,4b9bc905af99,../input/happy-whale-and-dolphin/train_images/020f01c713d9c3.jpg,whale,37
379,0215acb9628fc3.jpg,beluga_whale,06ef73efe924,../input/happy-whale-and-dolphin/train_images/0215acb9628fc3.jpg,whale,63
380,0215e2cea36362.jpg,killer_whale,fe8052dcc19e,../input/happy-whale-and-dolphin/train_images/0215e2cea36362.jpg,whale,15
386,021d34349c3ce5.jpg,humpback_whale,18f270f6ca16,../input/happy-whale-and-dolphin/train_images/021d34349c3ce5.jpg,whale,36
389,02230215614250.jpg,bottlenose_dolphin,281504409737,../input/happy-whale-and-dolphin/train_images/02230215614250.jpg,dolphin,143
391,02250ccb307e1d.jpg,beluga_whale,9b9d0e198977,../input/happy-whale-and-dolphin/train_images/02250ccb307e1d.jpg,whale,12
392,02271957ede4ce.jpg,bottlenose_dolphin,e69d5f9f8d1e,../input/happy-whale-and-dolphin/train_images/02271957ede4ce.jpg,dolphin,126
393,02278d7a7d207e.jpg,minke_whale,19fbb960f07d,../input/happy-whale-and-dolphin/train_images/02278d7a7d207e.jpg,whale,154
394,0227d4c3ca9371.jpg,false_killer_whale,20916df9f20d,../input/happy-whale-and-dolphin/train_images/0227d4c3ca9371.jpg,whale,40
397,022cb725f51c9a.jpg,bottlenose_dolphin,8591d4f7b038,../input/happy-whale-and-dolphin/train_images/022cb725f51c9a.jpg,dolphin,61
398,022d361f2d7f7a.jpg,killer_whale,e875783a423b,../input/happy-whale-and-dolphin/train_images/022d361f2d7f7a.jpg,whale,24
399,022e72fb7fbc20.jpg,false_killer_whale,e8ac23241df5,../input/happy-whale-and-dolphin/train_images/022e72fb7fbc20.jpg,whale,42
401,022f3c80ae8e8b.jpg,killer_whale,09cb24d1340f,../input/happy-whale-and-dolphin/train_images/022f3c80ae8e8b.jpg,whale,11
403,023099ebf6f825.jpg,bottlenose_dolphin,b54c1f8df53f,../input/happy-whale-and-dolphin/train_images/023099ebf6f825.jpg,dolphin,89
